#alpha3	indicator	year	index	rank
BEL	eco	2018	0.714	49.0
BEL	eco	2019	0.714	54.0
BEL	eco	2020	0.709	59.0
BEL	edu	2006	1.0	1.0
BEL	edu	2007	1.0	1.0
BEL	edu	2008	0.991	67.0
BEL	edu	2009	0.991	71.0
BEL	edu	2010	0.9909	62.0
BEL	edu	2011	0.9909	63.0
BEL	edu	2012	0.9918	67.0
BEL	edu	2013	0.9918	67.0
BEL	edu	2014	0.9921	73.0
BEL	edu	2015	1.0	1.0
BEL	edu	2016	1.0	1.0
BEL	edu	2017	1.0	1.0
BEL	edu	2018	1.0	34.0
BEL	edu	2019	1.0	1.0
BEL	edu	2020	1.0	1.0
BEL	health	2006	0.9796	1.0
BEL	health	2007	0.9789	50.0
BEL	health	2008	0.9789	52.0
BEL	health	2009	0.9789	55.0
BEL	health	2010	0.9787	44.0
BEL	health	2011	0.9787	46.0
BEL	health	2012	0.9787	50.0
BEL	health	2013	0.9787	47.0
BEL	health	2014	0.9789	52.0
BEL	health	2015	0.974	66.0
BEL	health	2016	0.974	64.0
BEL	health	2017	0.976	63.0
BEL	health	2018	0.973	85.0
BEL	health	2019	0.973	86.0
BEL	health	2020	0.97	98.0
BEL	pol	2006	0.2319	19.0
BEL	pol	2007	0.2319	20.0
BEL	pol	2008	0.2431	27.0
BEL	pol	2009	0.2431	29.0
BEL	pol	2010	0.3244	16.0
BEL	pol	2011	0.3241	17.0
BEL	pol	2012	0.3664	10.0
BEL	pol	2013	0.3664	14.0
BEL	pol	2014	0.3948	13.0
BEL	pol	2015	0.275	35.0
BEL	pol	2016	0.275	35.0
BEL	pol	2017	0.264	37.0
BEL	pol	2018	0.264	39.0
BEL	pol	2019	0.313	34.0
BEL	pol	2020	0.48	16.0
BEN	glob	2006	0.5778	110.0
BEN	glob	2007	0.5656	123.0
BEN	glob	2008	0.5582	126.0
BEN	glob	2009	0.5643	131.0
BEN	glob	2010	0.5719	128.0
BEN	glob	2011	0.5832	128.0
BEN	glob	2012	0.6258	117.0
BEN	glob	2013	0.5885	126.0
BEN	glob	2014	nan	nan
BEN	glob	2015	0.625	129.0
BEN	glob	2016	0.636	127.0
BEN	glob	2017	0.652	116.0
BEN	glob	2018	0.654	118.0
BEN	glob	2019	0.658	119.0
BEN	glob	2020	0.653	123.0
BEN	eco	2006	0.6175	55.0
BEN	eco	2007	0.5429	102.0
BEN	eco	2008	0.5162	105.0
BEN	eco	2009	0.5463	110.0
BEN	eco	2010	0.6049	85.0
BEN	eco	2011	0.6494	67.0
BEN	eco	2012	0.7591	23.0
BEN	eco	2013	0.7419	31.0
BEN	eco	2014	nan	nan
BEN	eco	2015	0.764	33.0
BEN	eco	2016	0.795	14.0
BEN	eco	2017	0.864	4.0
BEN	eco	2018	0.85	4.0
BEN	eco	2019	0.847	1.0
BEN	eco	2020	0.814	9.0
BEN	edu	2006	0.6435	113.0
BEN	edu	2007	0.6579	125.0
BEN	edu	2008	0.6329	128.0
BEN	edu	2009	0.6273	132.0
BEN	edu	2010	0.6457	133.0
BEN	edu	2011	0.6558	133.0
BEN	edu	2012	0.6446	134.0
BEN	edu	2013	0.5127	136.0
BEN	edu	2014	nan	nan
BEN	edu	2015	0.7	144.0
BEN	edu	2016	0.712	143.0
BEN	edu	2017	0.714	142.0
BEN	edu	2018	0.729	145.0
BEN	edu	2019	0.733	149.0
BEN	edu	2020	0.733	150.0
BEN	health	2006	0.9688	86.0
BEN	health	2007	0.9754	65.0
BEN	health	2008	0.9754	67.0
BEN	health	2009	0.9754	70.0
BEN	health	2010	0.9612	110.0
BEN	health	2011	0.9612	111.0
BEN	health	2012	0.9612	111.0
BEN	health	2013	0.9612	112.0
BEN	health	2014	nan	nan
BEN	health	2015	0.967	117.0
BEN	health	2016	0.967	116.0
BEN	health	2017	0.964	131.0
BEN	health	2018	0.972	92.0
BEN	health	2019	0.972	92.0
BEN	health	2020	0.976	70.0
BEN	pol	2006	0.082	76.0
BEN	pol	2007	0.0864	81.0
BEN	pol	2008	0.1081	75.0
BEN	pol	2009	0.1081	79.0
BEN	pol	2010	0.0757	100.0
BEN	pol	2011	0.0664	104.0
BEN	pol	2012	0.1383	69.0
BEN	pol	2013	0.1383	72.0
BEN	pol	2014	nan	nan
BEN	pol	2015	0.067	127.0
BEN	pol	2016	0.067	128.0
BEN	pol	2017	0.065	129.0
BEN	pol	2018	0.065	134.0
BEN	pol	2019	0.079	134.0
BEN	pol	2020	0.093	131.0
BFA	glob	2006	0.5853	104.0
BFA	glob	2007	0.5912	117.0
BFA	glob	2008	0.6029	115.0
BFA	glob	2009	0.6081	120.0
BFA	glob	2010	0.6162	111.0
BFA	glob	2011	0.6153	115.0
BFA	glob	2012	0.6455	104.0
BFA	glob	2013	0.6513	103.0
BFA	glob	2014	0.65	110.0
BFA	glob	2015	0.651	114.0
BFA	glob	2016	0.64	123.0
BFA	glob	2017	0.646	121.0
BFA	glob	2018	0.629	129.0
BFA	glob	2019	0.635	129.0
BFA	glob	2020	0.651	124.0
BFA	eco	2006	0.6387	49.0
BFA	eco	2007	0.6313	67.0
BFA	eco	2008	0.6377	67.0
BFA	eco	2009	0.6395	72.0
BFA	eco	2010	0.6383	69.0
BFA	eco	2011	0.6266	76.0
BFA	eco	2012	0.7376	32.0
BFA	eco	2013	0.7467	28.0
BFA	eco	2014	0.722	43.0
BFA	eco	2015	0.721	45.0
BFA	eco	2016	0.714	44.0
BFA	eco	2017	0.716	47.0
BFA	eco	2018	0.623	99.0
BFA	eco	2019	0.614	108.0
BFA	eco	2020	0.689	77.0
BFA	edu	2006	0.6456	112.0
BFA	edu	2007	0.6798	124.0
BFA	edu	2008	0.7068	125.0
BFA	edu	2009	0.726	129.0
BFA	edu	2010	0.7485	128.0
BFA	edu	2011	0.7563	129.0
BFA	edu	2012	0.7864	125.0
BFA	edu	2013	0.7987	128.0
BFA	edu	2014	0.7988	133.0
BFA	edu	2015	0.831	134.0
BFA	edu	2016	0.809	136.0
BFA	edu	2017	0.829	133.0
BFA	edu	2018	0.853	135.0
BFA	edu	2019	0.873	138.0
BFA	edu	2020	0.873	139.0
BFA	health	2006	0.9733	68.0
BFA	health	2007	0.9699	92.0
BFA	health	2008	0.9699	93.0
BFA	health	2009	0.9699	98.0
BFA	health	2010	0.9685	98.0
BFA	health	2011	0.9685	98.0
BFA	health	2012	0.9685	100.0
BFA	health	2013	0.9685	99.0
BFA	health	2014	0.9673	110.0
BFA	health	2015	0.967	117.0
BFA	health	2016	0.967	116.0
BFA	health	2017	0.963	134.0
BFA	health	2018	0.963	133.0
BFA	health	2019	0.963	137.0
BFA	health	2020	0.975	43.0
BFA	pol	2006	0.084	74.0
BFA	pol	2007	0.084	84.0
BFA	pol	2008	0.0971	82.0
BFA	pol	2009	0.0971	88.0
BFA	pol	2010	0.1098	77.0
BFA	pol	2011	0.1097	77.0
BFA	pol	2012	0.0897	94.0
BFA	pol	2013	0.0914	98.0
BFA	pol	2014	0.1117	92.0
BFA	pol	2015	0.083	118.0
BFA	pol	2016	0.068	127.0
BFA	pol	2017	0.075	125.0
BFA	pol	2018	0.075	128.0
BFA	pol	2019	0.089	127.0
BFA	pol	2020	0.066	145.0
BGD	glob	2006	0.6269	91.0
BGD	glob	2007	0.6314	100.0
BGD	glob	2008	0.6531	90.0
BGD	glob	2009	0.6526	93.0
BGD	glob	2010	0.6702	82.0
BGD	glob	2011	0.6812	69.0
BGD	glob	2012	0.6684	86.0
BGD	glob	2013	0.6848	75.0
BGD	glob	2014	0.6973	68.0
BGD	glob	2015	0.704	64.0
BGD	glob	2016	0.698	72.0
BGD	glob	2017	0.719	47.0
BGD	glob	2018	0.721	48.0
BGD	glob	2019	0.726	50.0
BGD	glob	2020	0.719	65.0
BGD	eco	2006	0.423	107.0
BGD	eco	2007	0.4374	116.0
BGD	eco	2008	0.4436	119.0
BGD	eco	2009	0.4552	121.0
BGD	eco	2010	0.4732	117.0
BGD	eco	2011	0.4932	118.0
BGD	eco	2012	0.4799	121.0
BGD	eco	2013	0.4954	121.0
BGD	eco	2014	0.4774	127.0
BGD	eco	2015	0.462	130.0
BGD	eco	2016	0.41	135.0
BGD	eco	2017	0.465	129.0
BGD	eco	2018	0.441	133.0
BGD	eco	2019	0.438	141.0
BGD	eco	2020	0.418	147.0
BGD	edu	2006	0.8681	95.0
BGD	edu	2007	0.8714	105.0
BGD	edu	2008	0.9093	104.0
BGD	edu	2009	0.9113	105.0
BGD	edu	2010	0.9139	108.0
BGD	edu	2011	0.9168	108.0
BGD	edu	2012	0.8575	118.0
BGD	edu	2013	0.8846	115.0
BGD	edu	2014	0.9402	111.0
BGD	edu	2015	0.948	109.0
BGD	edu	2016	0.95	114.0
BGD	edu	2017	0.954	111.0
BGD	edu	2018	0.95	116.0
BGD	edu	2019	0.951	120.0
BGD	edu	2020	0.951	121.0
BGD	health	2006	0.9495	113.0
BGD	health	2007	0.9496	122.0
BGD	health	2008	0.9496	124.0
BGD	health	2009	0.95	127.0
BGD	health	2010	0.9557	122.0
BGD	health	2011	0.9557	123.0
BGD	health	2012	0.9557	123.0
BGD	health	2013	0.9557	124.0
BGD	health	2014	0.9663	122.0
BGD	health	2015	0.971	95.0
BGD	health	2016	0.971	93.0
BGD	health	2017	0.966	125.0
BGD	health	2018	0.969	117.0
BGD	health	2019	0.969	119.0
BGD	health	2020	0.964	134.0
BGD	pol	2006	0.2673	17.0
BGD	pol	2007	0.2673	17.0
BGD	pol	2008	0.3098	13.0
BGD	pol	2009	0.2939	17.0
BGD	pol	2010	0.3378	12.0
BGD	pol	2011	0.3591	11.0
BGD	pol	2012	0.3804	8.0
BGD	pol	2013	0.4036	7.0
BGD	pol	2014	0.4055	10.0
BGD	pol	2015	0.433	8.0
BGD	pol	2016	0.462	7.0
BGD	pol	2017	0.493	7.0
BGD	pol	2018	0.526	5.0
BGD	pol	2019	0.545	7.0
BGD	pol	2020	0.546	7.0
BGR	glob	2006	0.687	37.0
BGR	glob	2007	0.7085	25.0
BGR	glob	2008	0.7077	36.0
BGR	glob	2009	0.7072	38.0
BGR	glob	2010	0.6983	50.0
BGR	glob	2011	0.6987	51.0
BGR	glob	2012	0.7021	52.0
BGR	glob	2013	0.7097	43.0
BGR	glob	2014	0.7444	22.0
BGR	glob	2015	0.722	43.0
BGR	glob	2016	0.726	41.0
BGR	glob	2017	0.756	18.0
BGR	glob	2018	0.756	18.0
BGR	glob	2019	0.727	49.0
BGR	glob	2020	0.746	38.0
BGR	eco	2006	0.6132	58.0
BGR	eco	2007	0.6992	30.0
BGR	eco	2008	0.6975	35.0
BGR	eco	2009	0.6935	40.0
BGR	eco	2010	0.6843	50.0
BGR	eco	2011	0.6867	48.0
BGR	eco	2012	0.696	50.0
BGR	eco	2013	0.7067	49.0
BGR	eco	2014	0.7288	39.0
BGR	eco	2015	0.701	55.0
BGR	eco	2016	0.716	43.0
BGR	eco	2017	0.71	51.0
BGR	eco	2018	0.708	50.0
BGR	eco	2019	0.715	52.0
BGR	eco	2020	0.738	41.0
BGR	edu	2006	0.9889	55.0
BGR	edu	2007	0.9889	62.0
BGR	edu	2008	0.9901	73.0
BGR	edu	2009	0.9921	66.0
BGR	edu	2010	0.9925	58.0
BGR	edu	2011	0.9923	58.0
BGR	edu	2012	0.9924	64.0
BGR	edu	2013	0.9924	64.0
BGR	edu	2014	0.9934	66.0
BGR	edu	2015	0.992	72.0
BGR	edu	2016	0.993	65.0
BGR	edu	2017	0.99	80.0
BGR	edu	2018	0.989	87.0
BGR	edu	2019	0.989	85.0
BGR	edu	2020	0.991	82.0
BGR	health	2006	0.9791	36.0
BGR	health	2007	0.9791	37.0
BGR	health	2008	0.9791	38.0
BGR	health	2009	0.9791	41.0
BGR	health	2010	0.9791	40.0
BGR	health	2011	0.9791	41.0
BGR	health	2012	0.9791	34.0
BGR	health	2013	0.9791	34.0
BGR	health	2014	0.9791	37.0
BGR	health	2015	0.979	42.0
BGR	health	2016	0.979	40.0
BGR	health	2017	0.979	36.0
BGR	health	2018	0.979	42.0
BGR	health	2019	0.979	41.0
BGR	health	2020	0.972	34.0
BGR	pol	2006	0.1666	30.0
BGR	pol	2007	0.1666	32.0
BGR	pol	2008	0.1641	43.0
BGR	pol	2009	0.1641	42.0
BGR	pol	2010	0.1372	64.0
BGR	pol	2011	0.1367	67.0
BGR	pol	2012	0.1409	67.0
BGR	pol	2013	0.1606	58.0
BGR	pol	2014	0.2764	31.0
BGR	pol	2015	0.215	48.0
BGR	pol	2016	0.215	51.0
BGR	pol	2017	0.346	23.0
BGR	pol	2018	0.346	25.0
BGR	pol	2019	0.225	60.0
BGR	pol	2020	0.275	52.0
BHR	glob	2006	0.5894	102.0
BHR	glob	2007	0.5931	115.0
BHR	glob	2008	0.5927	121.0
BHR	glob	2009	0.6136	116.0
BHR	glob	2010	0.6217	110.0
BHR	glob	2011	0.6232	110.0
BHR	glob	2012	0.6298	111.0
BHR	glob	2013	0.6334	112.0
BHR	glob	2014	0.6261	124.0
BHR	glob	2015	0.644	123.0
BHR	glob	2016	0.615	131.0
BHR	glob	2017	0.632	126.0
BHR	glob	2018	0.627	132.0
BHR	glob	2019	0.629	133.0
BHR	glob	2020	0.632	137.0
BHR	eco	2006	0.3829	111.0
BHR	eco	2007	0.3903	124.0
BHR	eco	2008	0.3988	126.0
BHR	eco	2009	0.483	118.0
BHR	eco	2010	0.4967	115.0
BHR	eco	2011	0.5079	115.0
BHR	eco	2012	0.4967	118.0
BHR	eco	2013	0.5146	117.0
BHR	eco	2014	0.4803	126.0
BHR	eco	2015	0.597	113.0
BHR	eco	2016	0.475	127.0
BHR	eco	2017	0.537	120.0
BHR	eco	2018	0.515	128.0
BHR	eco	2019	0.51	133.0
BHR	eco	2020	0.518	134.0
BHR	edu	2006	0.9893	53.0
BHR	edu	2007	0.9893	59.0
BHR	edu	2008	0.9917	66.0
BHR	edu	2009	0.9911	69.0
BHR	edu	2010	0.9915	60.0
BHR	edu	2011	0.9862	81.0
BHR	edu	2012	0.9947	47.0
BHR	edu	2013	0.9911	71.0
BHR	edu	2014	0.9855	90.0
BHR	edu	2015	0.981	94.0
BHR	edu	2016	0.987	84.0
BHR	edu	2017	0.991	75.0
BHR	edu	2018	0.998	43.0
BHR	edu	2019	0.985	90.0
BHR	edu	2020	0.985	90.0
BHR	health	2006	0.9617	104.0
BHR	health	2007	0.9612	110.0
BHR	health	2008	0.9612	112.0
BHR	health	2009	0.9612	116.0
BHR	health	2010	0.9612	110.0
BHR	health	2011	0.9612	111.0
BHR	health	2012	0.9612	111.0
BHR	health	2013	0.9612	112.0
BHR	health	2014	0.9612	132.0
BHR	health	2015	0.961	133.0
BHR	health	2016	0.961	132.0
BHR	health	2017	0.961	136.0
BHR	health	2018	0.958	142.0
BHR	health	2019	0.958	146.0
BHR	health	2020	0.968	143.0
BHR	pol	2006	0.0236	110.0
BHR	pol	2007	0.0315	121.0
BHR	pol	2008	0.0192	127.0
BHR	pol	2009	0.0192	131.0
BHR	pol	2010	0.0376	120.0
BHR	pol	2011	0.0376	122.0
BHR	pol	2012	0.0667	112.0
BHR	pol	2013	0.0667	113.0
BHR	pol	2014	0.0774	116.0
BHR	pol	2015	0.037	138.0
BHR	pol	2016	0.037	137.0
BHR	pol	2017	0.037	137.0
BHR	pol	2018	0.037	143.0
BHR	pol	2019	0.066	138.0
BHR	pol	2020	0.066	143.0
BHS	glob	2006	nan	nan
BHS	glob	2007	nan	nan
BHS	glob	2008	nan	nan
BHS	glob	2009	0.7179	28.0
BHS	glob	2010	0.7128	36.0
BHS	glob	2011	0.734	22.0
BHS	glob	2012	0.7156	37.0
BHS	glob	2013	0.7128	40.0
BHS	glob	2014	0.7269	35.0
BHS	glob	2015	0.728	40.0
BHS	glob	2016	0.729	37.0
BHS	glob	2017	0.743	27.0
BHS	glob	2018	0.741	30.0
BHS	glob	2019	0.72	61.0
BHS	glob	2020	0.725	58.0
BHS	eco	2006	nan	nan
BHS	eco	2007	nan	nan
BHS	eco	2008	nan	nan
BHS	eco	2009	0.8264	2.0
BHS	eco	2010	0.8288	4.0
BHS	eco	2011	0.9135	1.0
BHS	eco	2012	0.8359	2.0
BHS	eco	2013	0.8244	5.0
BHS	eco	2014	0.8223	5.0
BHS	eco	2015	0.823	7.0
BHS	eco	2016	0.827	3.0
BHS	eco	2017	0.871	3.0
BHS	eco	2018	0.863	3.0
BHS	eco	2019	0.838	4.0
BHS	eco	2020	0.857	2.0
BHS	edu	2006	nan	nan
BHS	edu	2007	nan	nan
BHS	edu	2008	nan	nan
BHS	edu	2009	1.0	1.0
BHS	edu	2010	1.0	1.0
BHS	edu	2011	1.0	1.0
BHS	edu	2012	1.0	1.0
BHS	edu	2013	1.0	1.0
BHS	edu	2014	1.0	1.0
BHS	edu	2015	1.0	1.0
BHS	edu	2016	1.0	1.0
BHS	edu	2017	1.0	1.0
BHS	edu	2018	1.0	1.0
BHS	edu	2019	1.0	1.0
BHS	edu	2020	1.0	1.0
BHS	health	2006	nan	nan
BHS	health	2007	nan	nan
BHS	health	2008	nan	nan
BHS	health	2009	0.9796	1.0
BHS	health	2010	0.9796	1.0
BHS	health	2011	0.9796	1.0
BHS	health	2012	0.9796	1.0
BHS	health	2013	0.9796	1.0
BHS	health	2014	0.9796	1.0
BHS	health	2015	0.98	1.0
BHS	health	2016	0.98	1.0
BHS	health	2017	0.978	50.0
BHS	health	2018	0.98	1.0
BHS	health	2019	0.98	1.0
BHS	health	2020	0.97	1.0
BHS	pol	2006	nan	nan
BHS	pol	2007	nan	nan
BHS	pol	2008	nan	nan
BHS	pol	2009	0.0655	109.0
BHS	pol	2010	0.043	115.0
BHS	pol	2011	0.043	117.0
BHS	pol	2012	0.0471	122.0
BHS	pol	2013	0.0471	124.0
BHS	pol	2014	0.1059	101.0
BHS	pol	2015	0.11	98.0
BHS	pol	2016	0.11	99.0
BHS	pol	2017	0.122	98.0
BHS	pol	2018	0.122	100.0
BHS	pol	2019	0.061	141.0
BHS	pol	2020	0.064	146.0
BIH	glob	2006	nan	nan
BIH	glob	2007	nan	nan
BIH	glob	2008	nan	nan
BIH	glob	2009	nan	nan
BIH	glob	2010	nan	nan
BIH	glob	2011	nan	nan
BIH	glob	2012	nan	nan
BIH	glob	2013	nan	nan
BIH	glob	2014	nan	nan
BIH	glob	2015	nan	nan
BIH	glob	2016	0.685	83.0
BIH	glob	2017	0.702	66.0
BIH	glob	2018	0.712	62.0
BIH	glob	2019	nan	nan
BIH	glob	2020	0.713	76.0
BIH	eco	2006	nan	nan
BIH	eco	2007	nan	nan
BIH	eco	2008	nan	nan
BIH	eco	2009	nan	nan
BIH	eco	2010	nan	nan
BIH	eco	2011	nan	nan
BIH	eco	2012	nan	nan
BIH	eco	2013	nan	nan
BIH	eco	2014	nan	nan
BIH	eco	2015	nan	nan
BIH	eco	2016	0.581	113.0
BIH	eco	2017	0.575	116.0
BIH	eco	2018	0.599	115.0
BIH	eco	2019	nan	nan
BIH	eco	2020	0.608	115.0
BIH	edu	2006	nan	nan
BIH	edu	2007	nan	nan
BIH	edu	2008	nan	nan
BIH	edu	2009	nan	nan
BIH	edu	2010	nan	nan
BIH	edu	2011	nan	nan
BIH	edu	2012	nan	nan
BIH	edu	2013	nan	nan
BIH	edu	2014	nan	nan
BIH	edu	2015	nan	nan
BIH	edu	2016	0.996	50.0
BIH	edu	2017	0.981	92.0
BIH	edu	2018	0.981	94.0
BIH	edu	2019	nan	nan
BIH	edu	2020	0.967	110.0
BIH	health	2006	nan	nan
BIH	health	2007	nan	nan
BIH	health	2008	nan	nan
BIH	health	2009	nan	nan
BIH	health	2010	nan	nan
BIH	health	2011	nan	nan
BIH	health	2012	nan	nan
BIH	health	2013	nan	nan
BIH	health	2014	nan	nan
BIH	health	2015	nan	nan
BIH	health	2016	0.973	76.0
BIH	health	2017	0.979	42.0
BIH	health	2018	0.98	1.0
BIH	health	2019	nan	nan
BIH	health	2020	0.98	64.0
BIH	pol	2006	nan	nan
BIH	pol	2007	nan	nan
BIH	pol	2008	nan	nan
BIH	pol	2009	nan	nan
BIH	pol	2010	nan	nan
BIH	pol	2011	nan	nan
BIH	pol	2012	nan	nan
BIH	pol	2013	nan	nan
BIH	pol	2014	nan	nan
BIH	pol	2015	nan	nan
BIH	pol	2016	0.191	62.0
BIH	pol	2017	0.275	35.0
BIH	pol	2018	0.29	33.0
BIH	pol	2019	nan	nan
BIH	pol	2020	0.302	45.0
BLR	glob	2006	nan	nan
BLR	glob	2007	0.7113	23.0
BLR	glob	2008	0.7099	33.0
BLR	glob	2009	0.7141	34.0
BLR	glob	2010	nan	nan
BLR	glob	2011	nan	nan
BLR	glob	2012	nan	nan
BLR	glob	2013	nan	nan
BLR	glob	2014	0.73	32.0
BLR	glob	2015	0.734	34.0
BLR	glob	2016	0.737	30.0
BLR	glob	2017	0.744	26.0
BLR	glob	2018	0.747	28.0
BLR	glob	2019	0.746	29.0
BLR	glob	2020	0.758	33.0
BLR	eco	2006	nan	nan
BLR	eco	2007	0.7282	20.0
BLR	eco	2008	0.726	26.0
BLR	eco	2009	0.7256	29.0
BLR	eco	2010	nan	nan
BLR	eco	2011	nan	nan
BLR	eco	2012	nan	nan
BLR	eco	2013	nan	nan
BLR	eco	2014	0.8203	6.0
BLR	eco	2015	0.813	10.0
BLR	eco	2016	0.823	5.0
BLR	eco	2017	0.827	5.0
BLR	eco	2018	0.838	6.0
BLR	eco	2019	0.837	5.0
BLR	eco	2020	0.84	5.0
BLR	edu	2006	nan	nan
BLR	edu	2007	0.9835	74.0
BLR	edu	2008	0.9902	72.0
BLR	edu	2009	0.9901	75.0
BLR	edu	2010	nan	nan
BLR	edu	2011	nan	nan
BLR	edu	2012	nan	nan
BLR	edu	2013	nan	nan
BLR	edu	2014	0.9995	35.0
BLR	edu	2015	1.0	33.0
BLR	edu	2016	1.0	29.0
BLR	edu	2017	0.999	35.0
BLR	edu	2018	0.998	49.0
BLR	edu	2019	0.999	39.0
BLR	edu	2020	0.999	41.0
BLR	health	2006	nan	nan
BLR	health	2007	0.9791	37.0
BLR	health	2008	0.9791	38.0
BLR	health	2009	0.9791	41.0
BLR	health	2010	nan	nan
BLR	health	2011	nan	nan
BLR	health	2012	nan	nan
BLR	health	2013	nan	nan
BLR	health	2014	0.9791	37.0
BLR	health	2015	0.979	42.0
BLR	health	2016	0.979	40.0
BLR	health	2017	0.979	45.0
BLR	health	2018	0.979	52.0
BLR	health	2019	0.977	58.0
BLR	health	2020	0.963	47.0
BLR	pol	2006	nan	nan
BLR	pol	2007	0.1546	39.0
BLR	pol	2008	0.1442	52.0
BLR	pol	2009	0.1615	46.0
BLR	pol	2010	nan	nan
BLR	pol	2011	nan	nan
BLR	pol	2012	nan	nan
BLR	pol	2013	nan	nan
BLR	pol	2014	0.1211	89.0
BLR	pol	2015	0.146	79.0
BLR	pol	2016	0.146	80.0
BLR	pol	2017	0.173	73.0
BLR	pol	2018	0.173	74.0
BLR	pol	2019	0.172	81.0
BLR	pol	2020	0.216	66.0
BLZ	glob	2006	nan	nan
BLZ	glob	2007	0.6426	94.0
BLZ	glob	2008	0.661	86.0
BLZ	glob	2009	0.6636	87.0
BLZ	glob	2010	0.6536	93.0
BLZ	glob	2011	0.6489	100.0
BLZ	glob	2012	0.6465	102.0
BLZ	glob	2013	0.6449	107.0
BLZ	glob	2014	0.6701	100.0
BLZ	glob	2015	0.668	103.0
BLZ	glob	2016	0.676	98.0
BLZ	glob	2017	0.692	79.0
BLZ	glob	2018	0.662	111.0
BLZ	glob	2019	0.671	110.0
BLZ	glob	2020	0.699	90.0
BLZ	eco	2006	nan	nan
BLZ	eco	2007	0.5521	96.0
BLZ	eco	2008	0.6094	79.0
BLZ	eco	2009	0.6215	79.0
BLZ	eco	2010	0.6362	72.0
BLZ	eco	2011	0.6162	81.0
BLZ	eco	2012	0.6414	77.0
BLZ	eco	2013	0.6458	80.0
BLZ	eco	2014	0.653	79.0
BLZ	eco	2015	0.651	85.0
BLZ	eco	2016	0.686	59.0
BLZ	eco	2017	0.772	21.0
BLZ	eco	2018	0.648	90.0
BLZ	eco	2019	0.68	75.0
BLZ	eco	2020	0.749	34.0
BLZ	edu	2006	nan	nan
BLZ	edu	2007	1.0	1.0
BLZ	edu	2008	1.0	1.0
BLZ	edu	2009	0.9985	35.0
BLZ	edu	2010	0.9987	32.0
BLZ	edu	2011	1.0	1.0
BLZ	edu	2012	0.955	100.0
BLZ	edu	2013	0.9445	103.0
BLZ	edu	2014	1.0	1.0
BLZ	edu	2015	0.994	68.0
BLZ	edu	2016	0.99	75.0
BLZ	edu	2017	0.988	85.0
BLZ	edu	2018	0.99	85.0
BLZ	edu	2019	0.991	78.0
BLZ	edu	2020	0.991	81.0
BLZ	health	2006	nan	nan
BLZ	health	2007	0.9796	1.0
BLZ	health	2008	0.9796	1.0
BLZ	health	2009	0.9796	1.0
BLZ	health	2010	0.9796	1.0
BLZ	health	2011	0.9796	1.0
BLZ	health	2012	0.9796	1.0
BLZ	health	2013	0.9796	1.0
BLZ	health	2014	0.9796	1.0
BLZ	health	2015	0.98	1.0
BLZ	health	2016	0.98	1.0
BLZ	health	2017	0.976	61.0
BLZ	health	2018	0.98	1.0
BLZ	health	2019	0.98	1.0
BLZ	health	2020	0.979	31.0
BLZ	pol	2006	nan	nan
BLZ	pol	2007	0.0389	114.0
BLZ	pol	2008	0.0549	116.0
BLZ	pol	2009	0.0549	121.0
BLZ	pol	2010	0.0	131.0
BLZ	pol	2011	0.0	132.0
BLZ	pol	2012	0.0099	131.0
BLZ	pol	2013	0.0099	133.0
BLZ	pol	2014	0.048	133.0
BLZ	pol	2015	0.048	135.0
BLZ	pol	2016	0.048	135.0
BLZ	pol	2017	0.032	139.0
BLZ	pol	2018	0.032	144.0
BLZ	pol	2019	0.032	147.0
BLZ	pol	2020	0.075	140.0
BOL	glob	2006	0.6335	87.0
BOL	glob	2007	0.6574	80.0
BOL	glob	2008	0.6667	80.0
BOL	glob	2009	0.6693	82.0
BOL	glob	2010	0.6751	76.0
BOL	glob	2011	0.6862	62.0
BOL	glob	2012	0.7222	30.0
BOL	glob	2013	0.734	27.0
BOL	glob	2014	0.7049	58.0
BOL	glob	2015	0.749	22.0
BOL	glob	2016	0.746	23.0
BOL	glob	2017	0.758	17.0
BOL	glob	2018	0.748	25.0
BOL	glob	2019	0.734	42.0
BOL	glob	2020	0.722	61.0
BOL	eco	2006	0.5594	77.0
BOL	eco	2007	0.6072	77.0
BOL	eco	2008	0.5837	88.0
BOL	eco	2009	0.5906	94.0
BOL	eco	2010	0.5957	91.0
BOL	eco	2011	0.6352	72.0
BOL	eco	2012	0.6365	79.0
BOL	eco	2013	0.6841	57.0
BOL	eco	2014	0.6379	92.0
BOL	eco	2015	0.634	96.0
BOL	eco	2016	0.619	98.0
BOL	eco	2017	0.692	60.0
BOL	eco	2018	0.63	95.0
BOL	eco	2019	0.623	105.0
BOL	eco	2020	0.595	121.0
BOL	edu	2006	0.917	89.0
BOL	edu	2007	0.968	85.0
BOL	edu	2008	0.9713	90.0
BOL	edu	2009	0.9746	91.0
BOL	edu	2010	0.9592	97.0
BOL	edu	2011	0.9646	95.0
BOL	edu	2012	0.9629	98.0
BOL	edu	2013	0.9623	99.0
BOL	edu	2014	0.9697	99.0
BOL	edu	2015	0.967	101.0
BOL	edu	2016	0.97	98.0
BOL	edu	2017	0.956	108.0
BOL	edu	2018	0.976	96.0
BOL	edu	2019	0.98	96.0
BOL	edu	2020	0.981	96.0
BOL	health	2006	0.9703	79.0
BOL	health	2007	0.9668	107.0
BOL	health	2008	0.9668	108.0
BOL	health	2009	0.9668	112.0
BOL	health	2010	0.9719	82.0
BOL	health	2011	0.9719	84.0
